Simulation Parameters
Resistance,1000
Capacitance, 1e-007

Input Voltage 1
Type, square
Amplitude, 5
Frequency, 10
Phase Angle, 0
DC Offset, 0


Simulation Results
t,V_in,V_out
1.05,5,nan
1.05625,-5,nan
1.0625,-5,nan
1.06875,-5,nan
1.075,-5,nan
1.08125,-5,nan
1.0875,-5,nan
1.09375,-5,nan
1.1,-5,nan
1.10625,5,nan
1.1125,5,nan
1.11875,5,nan
1.125,5,nan
1.13125,5,nan
1.1375,5,nan
1.14375,5,nan
1.15,5,nan
1.15625,-5,nan
1.1625,-5,nan
1.16875,-5,nan
1.175,-5,nan
1.18125,-5,nan
1.1875,-5,nan
1.19375,-5,nan
1.2,5,nan
1.20625,5,nan
1.2125,5,nan
1.21875,5,nan
1.225,5,nan
1.23125,5,nan
1.2375,5,nan
1.24375,5,nan
1.25,-5,nan
1.25625,-5,nan
1.2625,-5,nan
1.26875,-5,nan
1.275,-5,nan
1.28125,-5,nan
1.2875,-5,nan
1.29375,-5,nan
1.3,5,nan
1.30625,5,nan
1.3125,5,nan
1.31875,5,nan
1.325,5,nan
1.33125,5,nan
1.3375,5,nan
1.34375,5,nan
1.35,-5,nan
1.35625,-5,nan
1.3625,-5,nan
1.36875,-5,nan
1.375,-5,nan
1.38125,-5,nan
1.3875,-5,nan
1.39375,-5,nan
1.4,5,nan
1.40625,5,nan
1.4125,5,nan
1.41875,5,nan
1.425,5,nan
1.43125,5,nan
1.4375,5,nan
1.44375,5,nan
1.45,-5,nan
1.45625,-5,nan
1.4625,-5,nan
1.46875,-5,nan
1.475,-5,nan
1.48125,-5,nan
1.4875,-5,nan
1.49375,-5,nan
1.5,5,nan
1.50625,5,nan
1.5125,5,nan
1.51875,5,nan
1.525,5,nan
1.53125,5,nan
1.5375,5,nan
1.54375,5,nan
1.55,-5,nan
1.55625,-5,nan
1.5625,-5,nan
1.56875,-5,nan
1.575,-5,nan
1.58125,-5,nan
1.5875,-5,nan
1.59375,-5,nan
1.6,5,nan
1.60625,5,nan
1.6125,5,nan
1.61875,5,nan
1.625,5,nan
1.63125,5,nan
1.6375,5,nan
1.64375,5,nan
1.65,-5,nan
1.65625,-5,nan
1.6625,-5,nan
1.66875,-5,nan
1.675,-5,nan
1.68125,-5,nan
1.6875,-5,nan
1.69375,-5,nan
1.7,5,nan
1.70625,5,nan
1.7125,5,nan
1.71875,5,nan
1.725,5,nan
1.73125,5,nan
1.7375,5,nan
1.74375,5,nan
1.75,-5,nan
1.75625,-5,nan
1.7625,-5,nan
1.76875,-5,nan
1.775,-5,nan
1.78125,-5,nan
1.7875,-5,nan
1.79375,-5,nan
1.8,5,nan
1.80625,5,nan
1.8125,5,nan
1.81875,5,nan
1.825,5,nan
1.83125,5,nan
1.8375,5,nan
1.84375,5,nan
1.85,-5,nan
1.85625,-5,nan
1.8625,-5,nan
1.86875,-5,nan
1.875,-5,nan
1.88125,-5,nan
1.8875,-5,nan
1.89375,-5,nan
1.9,5,nan
1.90625,5,nan
1.9125,5,nan
1.91875,5,nan
1.925,5,nan
1.93125,5,nan
1.9375,5,nan
1.94375,5,nan
1.95,-5,nan
1.95625,-5,nan
1.9625,-5,nan
1.96875,-5,nan
1.975,-5,nan
1.98125,-5,nan
1.9875,-5,nan
1.99375,-5,nan
2,5,nan
2.00625,5,nan
2.0125,5,nan
2.01875,5,nan
2.025,5,nan
2.03125,5,nan
2.0375,5,nan
2.04375,5,nan
2.05,-5,nan
2.05625,-5,nan
2.0625,-5,nan
2.06875,-5,nan
2.075,-5,nan
2.08125,-5,nan
2.0875,-5,nan
2.09375,-5,nan
2.1,5,nan
2.10625,5,nan
2.1125,5,nan
2.11875,5,nan
2.125,5,nan
2.13125,5,nan
2.1375,5,nan
2.14375,5,nan
2.15,-5,nan
2.15625,-5,nan
2.1625,-5,nan
2.16875,-5,nan
2.175,-5,nan
2.18125,-5,nan
2.1875,-5,nan
2.19375,-5,nan
2.2,5,nan
2.20625,5,nan
2.2125,5,nan
2.21875,5,nan
2.225,5,nan
2.23125,5,nan
2.2375,5,nan
2.24375,5,nan
2.25,-5,nan
2.25625,-5,nan
2.2625,-5,nan
2.26875,-5,nan
2.275,-5,nan
2.28125,-5,nan
2.2875,-5,nan
2.29375,-5,nan
2.3,5,nan
2.30625,5,nan
2.3125,5,nan
2.31875,5,nan
2.325,5,nan
2.33125,5,nan
2.3375,5,nan
2.34375,5,nan
2.35,-5,nan
2.35625,-5,nan
2.3625,-5,nan
2.36875,-5,nan
2.375,-5,nan
2.38125,-5,nan
2.3875,-5,nan
2.39375,-5,nan
2.4,5,nan
2.40625,5,nan
2.4125,5,nan
2.41875,5,nan
2.425,5,nan
2.43125,5,nan
2.4375,5,nan
2.44375,5,nan
2.45,-5,nan
2.45625,-5,nan
2.4625,-5,nan
2.46875,-5,nan
2.475,-5,nan
2.48125,-5,nan
2.4875,-5,nan
2.49375,-5,nan
2.5,5,nan
2.50625,5,nan
2.5125,5,nan
2.51875,5,nan
2.525,5,nan
2.53125,5,nan
2.5375,5,nan
2.54375,5,nan
2.55,-5,nan
2.55625,-5,nan
2.5625,-5,nan
2.56875,-5,nan
2.575,-5,nan
2.58125,-5,nan
2.5875,-5,nan
2.59375,-5,nan
2.6,5,nan
2.60625,5,nan
2.6125,5,nan
2.61875,5,nan
2.625,5,nan
2.63125,5,nan
2.6375,5,nan
2.64375,5,nan
2.65,-5,nan
2.65625,-5,nan
2.6625,-5,nan
2.66875,-5,nan
2.675,-5,nan
2.68125,-5,nan
2.6875,-5,nan
2.69375,-5,nan
2.7,5,nan
2.70625,5,nan
2.7125,5,nan
2.71875,5,nan
2.725,5,nan
2.73125,5,nan
2.7375,5,nan
2.74375,5,nan
2.75,-5,nan
2.75625,-5,nan
2.7625,-5,nan
2.76875,-5,nan
2.775,-5,nan
2.78125,-5,nan
2.7875,-5,nan
2.79375,-5,nan
2.8,5,nan
2.80625,5,nan
2.8125,5,nan
2.81875,5,nan
2.825,5,nan
2.83125,5,nan
2.8375,5,nan
2.84375,5,nan
2.85,-5,nan
2.85625,-5,nan
2.8625,-5,nan
2.86875,-5,nan
2.875,-5,nan
2.88125,-5,nan
2.8875,-5,nan
2.89375,-5,nan
2.9,5,nan
2.90625,5,nan
2.9125,5,nan
2.91875,5,nan
2.925,5,nan
2.93125,5,nan
2.9375,5,nan
2.94375,5,nan
2.95,-5,nan
2.95625,-5,nan
2.9625,-5,nan
2.96875,-5,nan
2.975,-5,nan
2.98125,-5,nan
2.9875,-5,nan
2.99375,-5,nan
3,5,nan
3.00625,5,nan
3.0125,5,nan
3.01875,5,nan
3.025,5,nan
3.03125,5,nan
3.0375,5,nan
3.04375,5,nan
3.05,-5,nan
3.05625,-5,nan
3.0625,-5,nan
3.06875,-5,nan
3.075,-5,nan
3.08125,-5,nan
3.0875,-5,nan
3.09375,-5,nan
3.1,5,nan
3.10625,5,nan
3.1125,5,nan
3.11875,5,nan
3.125,5,nan
3.13125,5,nan
3.1375,5,nan
3.14375,5,nan
3.15,-5,nan
3.15625,-5,nan
3.1625,-5,nan
3.16875,-5,nan
3.175,-5,nan
3.18125,-5,nan
3.1875,-5,nan
3.19375,-5,nan
3.2,5,nan
3.20625,5,nan
3.2125,5,nan
3.21875,5,nan
3.225,5,nan
3.23125,5,nan
3.2375,5,nan
3.24375,5,nan
3.25,-5,nan
3.25625,-5,nan
3.2625,-5,nan
3.26875,-5,nan
3.275,-5,nan
3.28125,-5,nan
3.2875,-5,nan
3.29375,-5,nan
3.3,5,nan
3.30625,5,nan
3.3125,5,nan
3.31875,5,nan
3.325,5,nan
3.33125,5,nan
3.3375,5,nan
3.34375,5,nan
3.35,-5,nan
3.35625,-5,nan
3.3625,-5,nan
3.36875,-5,nan
3.375,-5,nan
3.38125,-5,nan
3.3875,-5,nan
3.39375,-5,nan
3.4,5,nan
3.40625,5,nan
3.4125,5,nan
3.41875,5,nan
3.425,5,nan
3.43125,5,nan
3.4375,5,nan
3.44375,5,nan
3.45,-5,nan
3.45625,-5,nan
3.4625,-5,nan
3.46875,-5,nan
3.475,-5,nan
3.48125,-5,nan
3.4875,-5,nan
3.49375,-5,nan
3.5,5,nan
3.50625,5,nan
3.5125,5,nan
3.51875,5,nan
3.525,5,nan
3.53125,5,nan
3.5375,5,nan
3.54375,5,nan
3.55,-5,nan
3.55625,-5,nan
3.5625,-5,nan
3.56875,-5,nan
3.575,-5,nan
3.58125,-5,nan
3.5875,-5,nan
3.59375,-5,nan
3.6,5,nan
3.60625,5,nan
3.6125,5,nan
3.61875,5,nan
3.625,5,nan
3.63125,5,nan
3.6375,5,nan
3.64375,5,nan
3.65,-5,nan
3.65625,-5,nan
3.6625,-5,nan
3.66875,-5,nan
3.675,-5,nan
3.68125,-5,nan
3.6875,-5,nan
3.69375,-5,nan
3.7,5,nan
3.70625,5,nan
3.7125,5,nan
3.71875,5,nan
3.725,5,nan
3.73125,5,nan
3.7375,5,nan
3.74375,5,nan
3.75,-5,nan
3.75625,-5,nan
3.7625,-5,nan
3.76875,-5,nan
3.775,-5,nan
3.78125,-5,nan
3.7875,-5,nan
3.79375,-5,nan
3.8,5,nan
3.80625,5,nan
3.8125,5,nan
3.81875,5,nan
3.825,5,nan
3.83125,5,nan
3.8375,5,nan
3.84375,5,nan
3.85,-5,nan
3.85625,-5,nan
3.8625,-5,nan
3.86875,-5,nan
3.875,-5,nan
3.88125,-5,nan
3.8875,-5,nan
3.89375,-5,nan
3.9,5,nan
3.90625,5,nan
3.9125,5,nan
3.91875,5,nan
3.925,5,nan
3.93125,5,nan
3.9375,5,nan
3.94375,5,nan
3.95,-5,nan
3.95625,-5,nan
3.9625,-5,nan
3.96875,-5,nan
3.975,-5,nan
3.98125,-5,nan
3.9875,-5,nan
3.99375,-5,nan
4,5,nan
4.00625,5,nan
4.0125,5,nan
4.01875,5,nan
4.025,5,nan
4.03125,5,nan
4.0375,5,nan
4.04375,5,nan
4.05,-5,nan
4.05625,-5,nan
4.0625,-5,nan
4.06875,-5,nan
4.075,-5,nan
4.08125,-5,nan
4.0875,-5,nan
4.09375,-5,nan
4.1,5,nan
4.10625,5,nan
4.1125,5,nan
4.11875,5,nan
4.125,5,nan
4.13125,5,nan
4.1375,5,nan
4.14375,5,nan
4.15,-5,nan
4.15625,-5,nan
4.1625,-5,nan
4.16875,-5,nan
4.175,-5,nan
4.18125,-5,nan
4.1875,-5,nan
4.19375,-5,nan
4.2,5,nan
4.20625,5,nan
4.2125,5,nan
4.21875,5,nan
4.225,5,nan
4.23125,5,nan
4.2375,5,nan
4.24375,5,nan
4.25,-5,nan
4.25625,-5,nan
4.2625,-5,nan
4.26875,-5,nan
4.275,-5,nan
4.28125,-5,nan
4.2875,-5,nan
4.29375,-5,nan
4.3,5,nan
4.30625,5,nan
4.3125,5,nan
4.31875,5,nan
4.325,5,nan
4.33125,5,nan
4.3375,5,nan
4.34375,5,nan
4.35,-5,nan
4.35625,-5,nan
4.3625,-5,nan
4.36875,-5,nan
4.375,-5,nan
4.38125,-5,nan
4.3875,-5,nan
4.39375,-5,nan
4.4,5,nan
4.40625,5,nan
4.4125,5,nan
4.41875,5,nan
4.425,5,nan
4.43125,5,nan
4.4375,5,nan
4.44375,5,nan
4.45,-5,nan
4.45625,-5,nan
4.4625,-5,nan
4.46875,-5,nan
4.475,-5,nan
4.48125,-5,nan
4.4875,-5,nan
4.49375,-5,nan
4.5,5,nan
4.50625,5,nan
4.5125,5,nan
4.51875,5,nan
4.525,5,nan
4.53125,5,nan
4.5375,5,nan
4.54375,5,nan
4.55,-5,nan
4.55625,-5,nan
4.5625,-5,nan
4.56875,-5,nan
4.575,-5,nan
4.58125,-5,nan
4.5875,-5,nan
4.59375,-5,nan
4.6,5,nan
4.60625,5,nan
4.6125,5,nan
4.61875,5,nan
4.625,5,nan
4.63125,5,nan
4.6375,5,nan
4.64375,5,nan
4.65,-5,nan
4.65625,-5,nan
4.6625,-5,nan
4.66875,-5,nan
4.675,-5,nan
4.68125,-5,nan
4.6875,-5,nan
4.69375,-5,nan
4.7,5,nan
4.70625,5,nan
4.7125,5,nan
4.71875,5,nan
4.725,5,nan
4.73125,5,nan
4.7375,5,nan
4.74375,5,nan
4.75,5,nan
4.75625,-5,nan
4.7625,-5,nan
4.76875,-5,nan
4.775,-5,nan
4.78125,-5,nan
4.7875,-5,nan
4.79375,-5,nan
4.8,-5,nan
4.80625,5,nan
4.8125,5,nan
4.81875,5,nan
4.825,5,nan
4.83125,5,nan
4.8375,5,nan
4.84375,5,nan
4.85,5,nan
4.85625,-5,nan
4.8625,-5,nan
4.86875,-5,nan
4.875,-5,nan
4.88125,-5,nan
4.8875,-5,nan
4.89375,-5,nan
4.9,-5,nan
4.90625,5,nan
4.9125,5,nan
4.91875,5,nan
4.925,5,nan
4.93125,5,nan
4.9375,5,nan
4.94375,5,nan
4.95,5,nan
4.95625,-5,nan
4.9625,-5,nan
4.96875,-5,nan
4.975,-5,nan
4.98125,-5,nan
4.9875,-5,nan
4.99375,-5,nan
5,-5,nan
