Simulation Parameters
Resistance,1000
Capacitance, 0.01

Input Voltage 1
Type, sinusoidalAmplitude, 10Frequency, 1000Phase Angle, 0DC Offset, 0

Simulation Results
t,V_in,V_out
0.010125,7.07107,7.07104
0.0101875,9.2388,9.23873
0.01025,10,9.99989
0.0103125,9.2388,9.23865
0.010375,7.07107,7.07089
0.0104375,3.82683,3.82663
0.0105,-4.36136e-013,-0.00021145
0.0105625,-3.82683,-3.82704
0.010625,-7.07107,-7.07125
0.0106875,-9.2388,-9.23894
0.01075,-10,-10.0001
0.0108125,-9.2388,-9.23886
0.010875,-7.07107,-7.0711
0.0109375,-3.82683,-3.82684
0.011,4.70439e-013,7.75309e-008
0.0110625,3.82683,3.82683
0.011125,7.07107,7.07104
0.0111875,9.2388,9.23873
0.01125,10,9.99989
0.0113125,9.2388,9.23865
0.011375,7.07107,7.07089
0.0114375,3.82683,3.82663
0.0115,-5.04741e-013,-0.000211443
0.0115625,-3.82683,-3.82704
0.011625,-7.07107,-7.07125
0.0116875,-9.2388,-9.23894
0.01175,-10,-10.0001
0.0118125,-9.2388,-9.23886
0.011875,-7.07107,-7.0711
0.0119375,-3.82683,-3.82684
0.012,5.39044e-013,8.45764e-008
0.0120625,3.82683,3.82683
0.012125,7.07107,7.07104
0.0121875,9.2388,9.23873
0.01225,10,9.99989
0.0123125,9.2388,9.23865
0.012375,7.07107,7.07089
0.0124375,3.82683,3.82663
0.0125,-5.73346e-013,-0.000211436
0.0125625,-3.82683,-3.82704
0.012625,-7.07107,-7.07125
0.0126875,-9.2388,-9.23894
0.01275,-10,-10.0001
0.0128125,-9.2388,-9.23886
0.012875,-7.07107,-7.0711
0.0129375,-3.82683,-3.82684
0.013,6.07649e-013,9.16214e-008
0.0130625,3.82683,3.82683
0.013125,7.07107,7.07104
0.0131875,9.2388,9.23873
0.01325,10,9.99989
0.0133125,9.2388,9.23865
0.013375,7.07107,7.07089
0.0134375,3.82683,3.82663
0.0135,-6.41951e-013,-0.000211429
0.0135625,-3.82683,-3.82704
0.013625,-7.07107,-7.07125
0.0136875,-9.2388,-9.23894
0.01375,-10,-10.0001
0.0138125,-9.2388,-9.23886
0.013875,-7.07107,-7.0711
0.0139375,-3.82683,-3.82684
0.014,6.76254e-013,9.8666e-008
0.0140625,3.82683,3.82683
0.014125,7.07107,7.07104
0.0141875,9.2388,9.23873
0.01425,10,9.99989
0.0143125,9.2388,9.23865
0.014375,7.07107,7.07089
0.0144375,3.82683,3.82663
0.0145,-7.10556e-013,-0.000211422
0.0145625,-3.82683,-3.82704
0.014625,-7.07107,-7.07125
0.0146875,-9.2388,-9.23894
0.01475,-10,-10.0001
0.0148125,-9.2388,-9.23886
0.014875,-7.07107,-7.0711
0.0149375,-3.82683,-3.82684
0.015,7.44859e-013,1.0571e-007
0.0150625,3.82683,3.82683
0.015125,7.07107,7.07104
0.0151875,9.2388,9.23873
0.01525,10,9.99989
0.0153125,9.2388,9.23865
0.015375,7.07107,7.07089
0.0154375,3.82683,3.82663
0.0155,-7.79161e-013,-0.000211415
0.0155625,-3.82683,-3.82704
0.015625,-7.07107,-7.07125
0.0156875,-9.2388,-9.23894
0.01575,-10,-10.0001
0.0158125,-9.2388,-9.23886
0.015875,-7.07107,-7.0711
0.0159375,-3.82683,-3.82684
0.016,6.71355e-013,1.12753e-007
0.0160625,3.82683,3.82683
0.016125,7.07107,7.07104
0.0161875,9.2388,9.23873
0.01625,10,9.99989
0.0163125,9.2388,9.23865
0.016375,7.07107,7.07089
0.0164375,3.82683,3.82663
0.0165,-7.05658e-013,-0.000211408
0.0165625,-3.82683,-3.82704
0.016625,-7.07107,-7.07125
0.0166875,-9.2388,-9.23894
0.01675,-10,-10.0001
0.0168125,-9.2388,-9.23886
0.016875,-7.07107,-7.0711
0.0169375,-3.82683,-3.82684
0.017,7.3996e-013,1.19797e-007
0.0170625,3.82683,3.82683
0.017125,7.07107,7.07104
0.0171875,9.2388,9.23873
0.01725,10,9.99989
0.0173125,9.2388,9.23865
0.017375,7.07107,7.07089
0.0174375,3.82683,3.82663
0.0175,-7.74263e-013,-0.000211401
0.0175625,-3.82683,-3.82704
0.017625,-7.07107,-7.07125
0.0176875,-9.2388,-9.23894
0.01775,-10,-10.0001
0.0178125,-9.2388,-9.23886
0.017875,-7.07107,-7.0711
0.0179375,-3.82683,-3.82684
0.018,8.08565e-013,1.26839e-007
0.0180625,3.82683,3.82683
0.018125,7.07107,7.07104
0.0181875,9.2388,9.23873
0.01825,10,9.99989
0.0183125,9.2388,9.23865
0.018375,7.07107,7.07089
0.0184375,3.82683,3.82663
0.0185,-7.00759e-013,-0.000211394
0.0185625,-3.82683,-3.82704
0.018625,-7.07107,-7.07125
0.0186875,-9.2388,-9.23894
0.01875,-10,-10.0001
0.0188125,-9.2388,-9.23886
0.018875,-7.07107,-7.0711
0.0189375,-3.82683,-3.82684
0.019,7.35062e-013,1.33881e-007
0.0190625,3.82683,3.82683
0.019125,7.07107,7.07104
0.0191875,9.2388,9.23873
0.01925,10,9.99989
0.0193125,9.2388,9.23865
0.019375,7.07107,7.07089
0.0194375,3.82683,3.82663
0.0195,-7.69364e-013,-0.000211387
0.0195625,-3.82683,-3.82704
0.019625,-7.07107,-7.07125
0.0196875,-9.2388,-9.23894
0.01975,-10,-10.0001
0.0198125,-9.2388,-9.23886
0.019875,-7.07107,-7.0711
0.0199375,-3.82683,-3.82684
0.02,8.03667e-013,1.40923e-007
0.0200625,3.82683,3.82683
0.020125,7.07107,7.07104
0.0201875,9.2388,9.23873
0.02025,10,9.99989
0.0203125,9.2388,9.23865
0.020375,7.07107,7.07089
0.0204375,3.82683,3.82663
0.0205,-9.80078e-013,-0.00021138
0.0205625,-3.82683,-3.82704
0.020625,-7.07107,-7.07125
0.0206875,-9.2388,-9.23894
0.02075,-10,-10.0001
0.0208125,-9.2388,-9.23886
0.020875,-7.07107,-7.0711
0.0209375,-3.82683,-3.82684
0.021,8.72272e-013,1.47964e-007
0.0210625,3.82683,3.82683
0.021125,7.07107,7.07104
0.0211875,9.2388,9.23873
0.02125,10,9.99989
0.0213125,9.2388,9.23865
0.021375,7.07107,7.07089
0.0214375,3.82683,3.82663
0.0215,-1.04868e-012,-0.000211373
0.0215625,-3.82683,-3.82704
0.021625,-7.07107,-7.07125
0.0216875,-9.2388,-9.23894
0.02175,-10,-10.0001
0.0218125,-9.2388,-9.23886
0.021875,-7.07107,-7.0711
0.0219375,-3.82683,-3.82684
0.022,9.40877e-013,1.55005e-007
0.0220625,3.82683,3.82683
0.022125,7.07107,7.07104
0.0221875,9.2388,9.23873
0.02225,10,9.99989
0.0223125,9.2388,9.23865
0.022375,7.07107,7.07089
0.0224375,3.82683,3.82663
0.0225,-1.11729e-012,-0.000211366
0.0225625,-3.82683,-3.82704
0.022625,-7.07107,-7.07125
0.0226875,-9.2388,-9.23894
0.02275,-10,-10.0001
0.0228125,-9.2388,-9.23886
0.022875,-7.07107,-7.0711
0.0229375,-3.82683,-3.82684
0.023,1.00948e-012,1.62045e-007
0.0230625,3.82683,3.82683
0.023125,7.07107,7.07104
0.0231875,9.2388,9.23873
0.02325,10,9.99989
0.0233125,9.2388,9.23865
0.023375,7.07107,7.07089
0.0234375,3.82683,3.82663
0.0235,-9.01676e-013,-0.000211359
0.0235625,-3.82683,-3.82704
0.023625,-7.07107,-7.07125
0.0236875,-9.2388,-9.23894
0.02375,-10,-10.0001
0.0238125,-9.2388,-9.23886
0.023875,-7.07107,-7.0711
0.0239375,-3.82683,-3.82684
0.024,1.07809e-012,1.69085e-007
0.0240625,3.82683,3.82683
0.024125,7.07107,7.07104
0.0241875,9.2388,9.23873
0.02425,10,9.99989
0.0243125,9.2388,9.23865
0.024375,7.07107,7.07089
0.0244375,3.82683,3.82663
0.0245,-9.70281e-013,-0.000211352
0.0245625,-3.82683,-3.82704
0.024625,-7.07107,-7.07125
0.0246875,-9.2388,-9.23894
0.02475,-10,-10.0001
0.0248125,-9.2388,-9.23886
0.024875,-7.07107,-7.0711
0.0249375,-3.82683,-3.82684
0.025,1.14669e-012,1.76125e-007
0.0250625,3.82683,3.82683
0.025125,7.07107,7.07104
0.0251875,9.2388,9.23873
0.02525,10,9.99989
0.0253125,9.2388,9.23865
0.025375,7.07107,7.07089
0.0254375,3.82683,3.82663
0.0255,-1.03889e-012,-0.000211345
0.0255625,-3.82683,-3.82704
0.025625,-7.07107,-7.07125
0.0256875,-9.2388,-9.23894
0.02575,-10,-10.0001
0.0258125,-9.2388,-9.23886
0.025875,-7.07107,-7.0711
0.0259375,-3.82683,-3.82684
0.026,1.2153e-012,1.83163e-007
0.0260625,3.82683,3.82683
0.026125,7.07107,7.07104
0.0261875,9.2388,9.23873
0.02625,10,9.99989
0.0263125,9.2388,9.23865
0.026375,7.07107,7.07089
0.0264375,3.82683,3.82663
0.0265,-1.10749e-012,-0.000211338
0.0265625,-3.82683,-3.82704
0.026625,-7.07107,-7.07125
0.0266875,-9.2388,-9.23894
0.02675,-10,-10.0001
0.0268125,-9.2388,-9.23886
0.026875,-7.07107,-7.0711
0.0269375,-3.82683,-3.82684
0.027,1.2839e-012,1.90202e-007
0.0270625,3.82683,3.82683
0.027125,7.07107,7.07104
0.0271875,9.2388,9.23873
0.02725,10,9.99989
0.0273125,9.2388,9.23865
0.027375,7.07107,7.07089
0.0274375,3.82683,3.82663
0.0275,-1.1761e-012,-0.000211331
0.0275625,-3.82683,-3.82704
0.027625,-7.07107,-7.07125
0.0276875,-9.2388,-9.23894
0.02775,-10,-10.0001
0.0278125,-9.2388,-9.23886
0.027875,-7.07107,-7.0711
0.0279375,-3.82683,-3.82684
0.028,1.35251e-012,1.9724e-007
0.0280625,3.82683,3.82683
0.028125,7.07107,7.07104
0.0281875,9.2388,9.23873
0.02825,10,9.99989
0.0283125,9.2388,9.23865
0.028375,7.07107,7.07089
0.0284375,3.82683,3.82663
0.0285,-1.2447e-012,-0.000211324
0.0285625,-3.82683,-3.82704
0.028625,-7.07107,-7.07125
0.0286875,-9.2388,-9.23894
0.02875,-10,-10.0001
0.0288125,-9.2388,-9.23886
0.028875,-7.07107,-7.0711
