Simulation Parameters
Resistance,1000
Capacitance, 1e-007

Input Voltage 1
Type, square
Amplitude, 10
Frequency, 100
Phase Angle, 0
DC Offset, 0


Simulation Results
t,V_in,V_out
0.0264,-10,-0.0120742
0.0265,-10,-0.00704326
0.0266,-10,-0.00410857
0.0267,-10,-0.00239667
0.0268,-10,-0.00139805
0.0269,-10,-0.000815532
0.027,-10,-0.000475727
0.0271,-10,-0.000277507
0.0272,-10,-0.000161879
0.0273,-10,-9.44296e-005
0.0274,-10,-5.50839e-005
0.0275,-10,-3.21323e-005
0.0276,-10,-1.87438e-005
0.0277,-10,-1.09339e-005
0.0278,-10,-6.37811e-006
0.0279,-10,-3.72057e-006
0.028,-10,-2.17033e-006
0.0281,-10,-1.26603e-006
0.0282,-10,-7.38515e-007
0.0283,-10,-4.308e-007
0.0284,-10,-2.513e-007
0.0285,-10,-1.46592e-007
0.0286,-10,-8.55119e-008
0.0287,-10,-4.98819e-008
0.0288,-10,-2.90978e-008
0.0289,-10,-1.69737e-008
0.029,-10,-9.90133e-009
0.0291,-10,-5.77578e-009
0.0292,-10,-3.3692e-009
0.0293,-10,-1.96537e-009
0.0294,-10,-1.14647e-009
0.0295,-10,-6.68771e-010
0.0296,-10,-3.90116e-010
0.0297,-10,-2.27568e-010
0.0298,-10,-1.32749e-010
0.0299,-10,-7.74379e-011
0.03,-10,-4.51723e-011
0.0301,10,13.3333
0.0302,10,7.77778
0.0303,10,4.53704
0.0304,10,2.6466
0.0305,10,1.54385
0.0306,10,0.900581
0.0307,10,0.525339
0.0308,10,0.306448
0.0309,10,0.178761
0.031,10,0.104277
0.0311,10,0.0608284
0.0312,10,0.0354833
0.0313,10,0.0206986
0.0314,10,0.0120742
0.0315,10,0.00704326
0.0316,10,0.00410857
0.0317,10,0.00239667
0.0318,10,0.00139805
0.0319,10,0.000815532
0.032,10,0.000475727
0.0321,10,0.000277507
0.0322,10,0.000161879
0.0323,10,9.44296e-005
0.0324,10,5.50839e-005
0.0325,10,3.21323e-005
0.0326,10,1.87438e-005
0.0327,10,1.09339e-005
0.0328,10,6.37811e-006
0.0329,10,3.72057e-006
0.033,10,2.17033e-006
0.0331,10,1.26603e-006
0.0332,10,7.38515e-007
0.0333,10,4.308e-007
0.0334,10,2.513e-007
0.0335,10,1.46592e-007
0.0336,10,8.55119e-008
0.0337,10,4.98819e-008
0.0338,10,2.90978e-008
0.0339,10,1.69737e-008
0.034,10,9.90133e-009
0.0341,10,5.77578e-009
0.0342,10,3.3692e-009
0.0343,10,1.96537e-009
0.0344,10,1.14647e-009
0.0345,10,6.68771e-010
0.0346,10,3.90116e-010
0.0347,10,2.27568e-010
0.0348,10,1.32749e-010
0.0349,10,7.74379e-011
0.035,10,4.51723e-011
0.0351,-10,-13.3333
0.0352,-10,-7.77778
0.0353,-10,-4.53704
0.0354,-10,-2.6466
0.0355,-10,-1.54385
0.0356,-10,-0.900581
0.0357,-10,-0.525339
0.0358,-10,-0.306448
0.0359,-10,-0.178761
0.036,-10,-0.104277
0.0361,-10,-0.0608284
0.0362,-10,-0.0354833
0.0363,-10,-0.0206986
0.0364,-10,-0.0120742
0.0365,-10,-0.00704326
0.0366,-10,-0.00410857
0.0367,-10,-0.00239667
0.0368,-10,-0.00139805
0.0369,-10,-0.000815532
0.037,-10,-0.000475727
0.0371,-10,-0.000277507
0.0372,-10,-0.000161879
0.0373,-10,-9.44296e-005
0.0374,-10,-5.50839e-005
0.0375,-10,-3.21323e-005
0.0376,-10,-1.87438e-005
0.0377,-10,-1.09339e-005
0.0378,-10,-6.37811e-006
0.0379,-10,-3.72057e-006
0.038,-10,-2.17033e-006
0.0381,-10,-1.26603e-006
0.0382,-10,-7.38515e-007
0.0383,-10,-4.308e-007
0.0384,-10,-2.513e-007
0.0385,-10,-1.46592e-007
0.0386,-10,-8.55119e-008
0.0387,-10,-4.98819e-008
0.0388,-10,-2.90978e-008
0.0389,-10,-1.69737e-008
0.039,-10,-9.90133e-009
0.0391,-10,-5.77578e-009
0.0392,-10,-3.3692e-009
0.0393,-10,-1.96537e-009
0.0394,-10,-1.14647e-009
0.0395,-10,-6.68771e-010
0.0396,-10,-3.90116e-010
0.0397,-10,-2.27568e-010
0.0398,-10,-1.32749e-010
0.0399,-10,-7.74379e-011
0.04,10,16.6667
0.0401,10,9.72222
0.0402,10,5.6713
0.0403,10,3.30826
0.0404,10,1.92982
0.0405,10,1.12573
0.0406,10,0.656674
0.0407,10,0.38306
0.0408,10,0.223451
0.0409,10,0.130347
0.041,10,0.0760355
0.0411,10,0.0443541
0.0412,10,0.0258732
0.0413,10,0.0150927
0.0414,10,0.00880408
0.0415,10,0.00513571
0.0416,10,0.00299583
0.0417,10,0.00174757
0.0418,10,0.00101942
0.0419,10,0.000594659
0.042,10,0.000346884
0.0421,10,0.000202349
0.0422,10,0.000118037
0.0423,10,6.88549e-005
0.0424,10,4.01654e-005
0.0425,10,2.34298e-005
0.0426,10,1.36674e-005
0.0427,10,7.97264e-006
0.0428,10,4.65071e-006
0.0429,10,2.71291e-006
0.043,10,1.58253e-006
0.0431,10,9.23144e-007
0.0432,10,5.38501e-007
0.0433,10,3.14125e-007
0.0434,10,1.8324e-007
0.0435,10,1.0689e-007
0.0436,10,6.23524e-008
0.0437,10,3.63722e-008
0.0438,10,2.12171e-008
0.0439,10,1.23767e-008
0.044,10,7.21972e-009
0.0441,10,4.2115e-009
0.0442,10,2.45671e-009
0.0443,10,1.43308e-009
0.0444,10,8.35964e-010
0.0445,10,4.87645e-010
0.0446,10,2.84459e-010
0.0447,10,1.65934e-010
0.0448,10,9.67947e-011
0.0449,10,5.64632e-011
0.045,-10,-16.6667
0.0451,-10,-9.72222
0.0452,-10,-5.6713
0.0453,-10,-3.30826
0.0454,-10,-1.92982
0.0455,-10,-1.12573
0.0456,-10,-0.656674
0.0457,-10,-0.38306
0.0458,-10,-0.223451
0.0459,-10,-0.130347
0.046,-10,-0.0760355
0.0461,-10,-0.0443541
0.0462,-10,-0.0258732
0.0463,-10,-0.0150927
0.0464,-10,-0.00880408
0.0465,-10,-0.00513571
0.0466,-10,-0.00299583
0.0467,-10,-0.00174757
0.0468,-10,-0.00101942
0.0469,-10,-0.000594659
0.047,-10,-0.000346884
0.0471,-10,-0.000202349
0.0472,-10,-0.000118037
0.0473,-10,-6.88549e-005
0.0474,-10,-4.01654e-005
0.0475,-10,-2.34298e-005
0.0476,-10,-1.36674e-005
0.0477,-10,-7.97264e-006
0.0478,-10,-4.65071e-006
0.0479,-10,-2.71291e-006
0.048,-10,-1.58253e-006
0.0481,-10,-9.23144e-007
0.0482,-10,-5.38501e-007
0.0483,-10,-3.14125e-007
0.0484,-10,-1.8324e-007
0.0485,-10,-1.0689e-007
0.0486,-10,-6.23524e-008
0.0487,-10,-3.63722e-008
0.0488,-10,-2.12171e-008
0.0489,-10,-1.23767e-008
0.049,-10,-7.21972e-009
0.0491,-10,-4.2115e-009
0.0492,-10,-2.45671e-009
0.0493,-10,-1.43308e-009
0.0494,-10,-8.35964e-010
0.0495,-10,-4.87645e-010
0.0496,-10,-2.84459e-010
0.0497,-10,-1.65934e-010
0.0498,-10,-9.67947e-011
0.0499,-10,-5.64632e-011
