Simulation Parameters
Resistance,1000
Capacitance, 1e-007

Input Voltage 1
Type, square
Amplitude, 5
Frequency, 100
Phase Angle, 0
DC Offset, 0


Simulation Results
t,V_in,V_out
0.0295,-5,-3.34385e-010
0.0296,-5,-1.95058e-010
0.0297,-5,-1.13784e-010
0.0298,-5,-6.63746e-011
0.0299,-5,-3.87189e-011
0.03,-5,-2.25861e-011
0.0301,5,6.66667
0.0302,5,3.88889
0.0303,5,2.26852
0.0304,5,1.3233
0.0305,5,0.771926
0.0306,5,0.45029
0.0307,5,0.262669
0.0308,5,0.153224
0.0309,5,0.0893806
0.031,5,0.0521387
0.0311,5,0.0304142
0.0312,5,0.0177416
0.0313,5,0.0103493
0.0314,5,0.00603708
0.0315,5,0.00352163
0.0316,5,0.00205428
0.0317,5,0.00119833
0.0318,5,0.000699027
0.0319,5,0.000407766
0.032,5,0.000237864
0.0321,5,0.000138754
0.0322,5,8.09397e-005
0.0323,5,4.72148e-005
0.0324,5,2.7542e-005
0.0325,5,1.60661e-005
0.0326,5,9.37192e-006
0.0327,5,5.46695e-006
0.0328,5,3.18906e-006
0.0329,5,1.86028e-006
0.033,5,1.08516e-006
0.0331,5,6.33013e-007
0.0332,5,3.69258e-007
0.0333,5,2.154e-007
0.0334,5,1.2565e-007
0.0335,5,7.32959e-008
0.0336,5,4.27559e-008
0.0337,5,2.4941e-008
0.0338,5,1.45489e-008
0.0339,5,8.48686e-009
0.034,5,4.95067e-009
0.0341,5,2.88789e-009
0.0342,5,1.6846e-009
0.0343,5,9.82684e-010
0.0344,5,5.73233e-010
0.0345,5,3.34385e-010
0.0346,5,1.95058e-010
0.0347,5,1.13784e-010
0.0348,5,6.63746e-011
0.0349,5,3.87189e-011
0.035,5,2.25861e-011
0.0351,-5,-6.66667
0.0352,-5,-3.88889
0.0353,-5,-2.26852
0.0354,-5,-1.3233
0.0355,-5,-0.771926
0.0356,-5,-0.45029
0.0357,-5,-0.262669
0.0358,-5,-0.153224
0.0359,-5,-0.0893806
0.036,-5,-0.0521387
0.0361,-5,-0.0304142
0.0362,-5,-0.0177416
0.0363,-5,-0.0103493
0.0364,-5,-0.00603708
0.0365,-5,-0.00352163
0.0366,-5,-0.00205428
0.0367,-5,-0.00119833
0.0368,-5,-0.000699027
0.0369,-5,-0.000407766
0.037,-5,-0.000237864
0.0371,-5,-0.000138754
0.0372,-5,-8.09397e-005
0.0373,-5,-4.72148e-005
0.0374,-5,-2.7542e-005
0.0375,-5,-1.60661e-005
0.0376,-5,-9.37192e-006
0.0377,-5,-5.46695e-006
0.0378,-5,-3.18906e-006
0.0379,-5,-1.86028e-006
0.038,-5,-1.08516e-006
0.0381,-5,-6.33013e-007
0.0382,-5,-3.69258e-007
0.0383,-5,-2.154e-007
0.0384,-5,-1.2565e-007
0.0385,-5,-7.32959e-008
0.0386,-5,-4.27559e-008
0.0387,-5,-2.4941e-008
0.0388,-5,-1.45489e-008
0.0389,-5,-8.48686e-009
0.039,-5,-4.95067e-009
0.0391,-5,-2.88789e-009
0.0392,-5,-1.6846e-009
0.0393,-5,-9.82684e-010
0.0394,-5,-5.73233e-010
0.0395,-5,-3.34385e-010
0.0396,-5,-1.95058e-010
0.0397,-5,-1.13784e-010
0.0398,-5,-6.63746e-011
0.0399,-5,-3.87189e-011
0.04,5,8.33333
0.0401,5,4.86111
0.0402,5,2.83565
0.0403,5,1.65413
0.0404,5,0.964908
0.0405,5,0.562863
0.0406,5,0.328337
0.0407,5,0.19153
0.0408,5,0.111726
0.0409,5,0.0651733
0.041,5,0.0380178
0.0411,5,0.022177
0.0412,5,0.0129366
0.0413,5,0.00754635
0.0414,5,0.00440204
0.0415,5,0.00256786
0.0416,5,0.00149792
0.0417,5,0.000873784
0.0418,5,0.000509708
0.0419,5,0.000297329
0.042,5,0.000173442
0.0421,5,0.000101175
0.0422,5,5.90185e-005
0.0423,5,3.44275e-005
0.0424,5,2.00827e-005
0.0425,5,1.17149e-005
0.0426,5,6.83369e-006
0.0427,5,3.98632e-006
0.0428,5,2.32535e-006
0.0429,5,1.35646e-006
0.043,5,7.91266e-007
0.0431,5,4.61572e-007
0.0432,5,2.6925e-007
0.0433,5,1.57063e-007
0.0434,5,9.16199e-008
0.0435,5,5.34449e-008
0.0436,5,3.11762e-008
0.0437,5,1.81861e-008
0.0438,5,1.06086e-008
0.0439,5,6.18833e-009
0.044,5,3.60986e-009
0.0441,5,2.10575e-009
0.0442,5,1.22836e-009
0.0443,5,7.16541e-010
0.0444,5,4.17982e-010
0.0445,5,2.43823e-010
0.0446,5,1.4223e-010
0.0447,5,8.29669e-011
0.0448,5,4.83973e-011
0.0449,5,2.82316e-011
0.045,-5,-8.33333
0.0451,-5,-4.86111
0.0452,-5,-2.83565
0.0453,-5,-1.65413
0.0454,-5,-0.964908
0.0455,-5,-0.562863
0.0456,-5,-0.328337
0.0457,-5,-0.19153
0.0458,-5,-0.111726
0.0459,-5,-0.0651733
0.046,-5,-0.0380178
0.0461,-5,-0.022177
0.0462,-5,-0.0129366
0.0463,-5,-0.00754635
0.0464,-5,-0.00440204
0.0465,-5,-0.00256786
0.0466,-5,-0.00149792
0.0467,-5,-0.000873784
0.0468,-5,-0.000509708
0.0469,-5,-0.000297329
0.047,-5,-0.000173442
0.0471,-5,-0.000101175
0.0472,-5,-5.90185e-005
0.0473,-5,-3.44275e-005
0.0474,-5,-2.00827e-005
0.0475,-5,-1.17149e-005
0.0476,-5,-6.83369e-006
0.0477,-5,-3.98632e-006
0.0478,-5,-2.32535e-006
0.0479,-5,-1.35646e-006
0.048,-5,-7.91266e-007
0.0481,-5,-4.61572e-007
0.0482,-5,-2.6925e-007
0.0483,-5,-1.57063e-007
0.0484,-5,-9.16199e-008
0.0485,-5,-5.34449e-008
0.0486,-5,-3.11762e-008
0.0487,-5,-1.81861e-008
0.0488,-5,-1.06086e-008
0.0489,-5,-6.18833e-009
0.049,-5,-3.60986e-009
0.0491,-5,-2.10575e-009
0.0492,-5,-1.22836e-009
0.0493,-5,-7.16541e-010
0.0494,-5,-4.17982e-010
0.0495,-5,-2.43823e-010
0.0496,-5,-1.4223e-010
0.0497,-5,-8.29669e-011
0.0498,-5,-4.83973e-011
0.0499,-5,-2.82316e-011
